id,id_client,id_product,qtd,total,sale_date,full_name,location,code,email,name,price,actual_category
35,33,35,10,110055.0,02-04-2024,Diego Costa Guedes Cunha,Rio Grande/RS,33,guedes.cunha.costa.diego#outlook.com,Radar Furuno Swift,11005.53,Eletrônicos
36,18,136,7,13123.3,2023-11-24,Adriana Guedes Borges Alves Rocha,Santarém - PA,18,rocha.adriana.guedes.borges.alves#protonmail.com,Cabo de Nylon Bruce Flux Hydro,1973.5,Ancoragem
37,24,32,13,162532.0,2023-08-29,Carla Peixoto Azevedo Silva Araújo,Laguna / SC,24,peixoto.carla.araújo.silva.azevedo#outlook.com,Sonda AIS Impulse Oceanic Zenith,12502.46,Eletrônicos
38,38,87,9,601739.0,2024-04-30,Mateus Antunes,TO/Fortaleza do Tabocão,38,mateus.antunes#gmail.com,Motor Elétrico Volvo Boost 225HP,66859.9,Propulsão
39,13,71,8,989322.4,2024-10-16,Carlos Guimarães Martins,PA / Santarém,13,martins.guimarães.carlos#hotmail.com,Motor Elétrico Torqeedo Pulse 300HP,130174.06,Propulsão
40,27,116,5,12878.0,09-09-2023,Flávia Nunes Martins Ribeiro Coelho,"Salvador,BA",27,nunes.flávia.coelho.martins.ribeiro@protonmail.com,Cabo de Nylon Delta Velocity Oceanic Abyss,2575.52,Ancoragem
41,46,34,3,14753.0,04-06-2024,Ana Silva Costa Farias Coelho,Macapá/AP,46,costa.farias.coelho.ana.silva#hotmail.com,Transponder AIS Helix Torque,4917.53,Eletrônicos
42,1,6,12,141843.0,12-08-2023,Femininos Oliveira Antunes,"Aratu (Candeias) , BA",1,femininos.oliveira.antunes@icloud.com,Transponder AIS Vector,11820.21,Eletrônicos
43,11,70,14,480976.0,10-08-2023,Victor Torres Monteiro,BA - Porto Seguro,11,torres.monteiro.victor@gmail.com,Motor Diesel Parsun Boost Helix Velocity 146HP,34355.43,Propulsão
44,39,81,8,928328.6,2024-12-03,Renata Oliveira Siqueira,PE / Suape (Ipojuca),39,oliveira.renata.siqueira@aol.com,Motor Elétrico Torqeedo Barracuda Magnum Helix 101HP,122148.49,Propulsão
45,22,149,11,12160.0,12-09-2024,Daniela Borges Vieira Farias Mendonça,SE / Aracaju,22,borges.vieira.daniela.mendonça.farias#protonmail.com,Cabo de Nylon Bruce Core,1163.62,Ancoragem
46,25,120,5,15622.0,15-12-2023,Femininos Antunes Lopes Ribeiro Amaral,ES / São Mateus,25,femininos.antunes.amaral.lopes.ribeiro@icloud.com,Boia de Arqueamento Danforth Flux Tidal,3124.49,Ancoragem
47,4,60,15,1631266.0,04-02-2024,Thiago Moreira,"AC , Rio Branco",4,thiago.moreira#gmail.com,Motor de Popa Honda Velocity Drift 258HP,108751.09,Propulsão
48,13,54,15,1823022.0,2024-05-30,Carlos Guimarães Martins,PA / Santarém,13,martins.guimarães.carlos#hotmail.com,Motor de Popa Yamaha Evo Dash 155HP,121534.82,Propulsão
49,14,74,7,575614.5,2024-08-29,Gabriela Silva Vieira Amaral,"AM , Itacoatiara",14,vieira.silva.amaral.gabriela@icloud.com,Motor de Popa Honda Torque 228HP,86558.56,Propulsão
50,8,19,15,246485.0,26-12-2023,Luiz Alves Pimentel,SE - Aracaju,8,pimentel.alves.luiz#outlook.com,Sonda Lowrance Tidal Storm Vox,16432.35,Eletrônicos
51,2,52,4,54816.0,2024-08-28,Fernanda Azevedo Soares Nunes Vieira,"PE , Recife",2,nunes.fernanda.soares.azevedo.vieira@outlook.com,Motor Diesel Honda Zen Tidal Mako 26HP,13704.1,Propulsão
52,45,106,13,57003.0,2024-03-16,Amanda Santos Figueiredo Rodrigues Siqueira,"Santarém,PA",45,figueiredo.siqueira.rodrigues.amanda.santos#tutanota.com,Âncora Danforth Nitro Titan Vox,4384.87,Ancoragem
53,2,25,12,145518.0,2024-03-10,Fernanda Azevedo Soares Nunes Vieira,"PE , Recife",2,nunes.fernanda.soares.azevedo.vieira@outlook.com,Rádio Lowrance Nitro Thrust Barracuda,12126.46,Eletrônicos
54,27,144,4,8857.0,2024-09-30,Flávia Nunes Martins Ribeiro Coelho,"Salvador,BA",27,nunes.flávia.coelho.martins.ribeiro@protonmail.com,Boia de Arqueamento Bruce Barracuda,2214.14,Ancoragem
55,35,54,3,346373.8,2024-11-24,Priscila Martins,João Pessoa / PB,35,martins.priscila#tutanota.com,Motor de Popa Yamaha Evo Dash 155HP,121534.82,Propulsão
56,1,125,13,44227.0,11-03-2024,Femininos Oliveira Antunes,"Aratu (Candeias) , BA",1,femininos.oliveira.antunes@icloud.com,Cabo de Nylon Danforth Kinetic,3402.07,Ancoragem
57,40,110,11,27451.0,17-07-2023,Lucas Pacheco,"Corumbá,MS",40,pacheco.lucas#aol.com,Corrente Bruce Current,2495.51,Ancoragem
58,46,45,2,19807.0,2024-08-22,Ana Silva Costa Farias Coelho,Macapá/AP,46,costa.farias.coelho.ana.silva#hotmail.com,GPS Furuno Current,9903.71,Eletrônicos
60,11,49,14,176415.0,20-03-2024,Victor Torres Monteiro,BA - Porto Seguro,11,torres.monteiro.victor@gmail.com,Sonda Furuno Swift,13264.25,Eletrônicos
61,28,56,8,326714.5,05-09-2024,Bianca Rodrigues,"PR , Antonina",28,rodrigues.bianca@icloud.com,Motor Elétrico Torqeedo Velocity Swift 74HP,42988.77,Propulsão
62,10,113,15,62627.8,18-05-2024,Débora Paiva,Santarém / PA,10,paiva.débora#gmx.com,Âncora Delta Mako Ultra,4394.96,Ancoragem
63,43,42,15,85398.35,27-01-2024,Jéssica Farias Cunha,MA/Itaqui (São Luís),43,farias.jéssica.cunha@outlook.com,Transponder Lowrance Axis,5992.84,Eletrônicos
64,24,106,13,57003.0,2023-10-17,Carla Peixoto Azevedo Silva Araújo,Laguna / SC,24,peixoto.carla.araújo.silva.azevedo#outlook.com,Âncora Danforth Nitro Titan Vox,4384.87,Ancoragem
65,21,4,7,22489.35,14-10-2024,Sandra Rocha Oliveira Soares Peixoto,"AC,Rio Branco",21,peixoto.soares.rocha.oliveira.sandra#yahoo.com,Rádio AIS Hydro Tidal Zen,3381.88,Eletrônicos
66,33,114,9,7194.0,12-10-2024,Diego Costa Guedes Cunha,Rio Grande/RS,33,guedes.cunha.costa.diego#outlook.com,Boia de Arqueamento Danforth Tidal Zen Swift,799.29,Ancoragem
67,18,85,3,109949.2,04-02-2024,Adriana Guedes Borges Alves Rocha,Santarém - PA,18,rocha.adriana.guedes.borges.alves#protonmail.com,Motor de Popa Parsun Impulse 162HP,38578.7,Propulsão
68,43,139,9,12824.0,2024-01-16,Jéssica Farias Cunha,MA/Itaqui (São Luís),43,farias.jéssica.cunha@outlook.com,Boia de Arqueamento Danforth Torque,1424.88,Ancoragem
69,34,139,8,11399.0,2023-09-18,Victor Vieira Nunes Cunha,Fortaleza / CE,34,nunes.cunha.victor.vieira#protonmail.com,Boia de Arqueamento Danforth Torque,1424.88,Ancoragem
70,4,98,13,980110.25,13-08-2023,Thiago Moreira,"AC , Rio Branco",4,thiago.moreira#gmail.com,Motor Diesel Parsun Velocity Abyss Orca 235HP,79361.13,Propulsão
71,43,70,5,163188.15,2023-09-09,Jéssica Farias Cunha,MA/Itaqui (São Luís),43,farias.jéssica.cunha@outlook.com,Motor Diesel Parsun Boost Helix Velocity 146HP,34355.43,Propulsão
72,16,48,2,29473.0,10-08-2024,Renata Pacheco Cardoso,"Fortaleza,CE",16,renata.pacheco.cardoso@zoho.com,GPS Furuno Magnum Drift,14736.35,Eletrônicos
73,24,10,3,91294.05,2024-12-20,Carla Peixoto Azevedo Silva Araújo,Laguna / SC,24,peixoto.carla.araújo.silva.azevedo#outlook.com,Piloto Automático Simrad Titan Flux Magnum,32033.04,Eletrônicos
74,45,54,11,1270038.85,25-09-2024,Amanda Santos Figueiredo Rodrigues Siqueira,"Santarém,PA",45,figueiredo.siqueira.rodrigues.amanda.santos#tutanota.com,Motor de Popa Yamaha Evo Dash 155HP,121534.82,Propulsão
75,38,91,10,1348860.0,21-09-2024,Mateus Antunes,TO/Fortaleza do Tabocão,38,mateus.antunes#gmail.com,Motor Elétrico Tohatsu Zenith Oceanic 113HP,134886.02,Propulsão
76,28,18,14,353413.3,2024-03-07,Bianca Rodrigues,"PR , Antonina",28,rodrigues.bianca@icloud.com,Rádio Simrad Axis,26572.45,Eletrônicos
77,6,110,2,4741.45,13-12-2024,Antônia Coelho Pinheiro Peixoto Cavalcanti,"Fortaleza do Tabocão , TO",6,coelho.pinheiro.peixoto.antônia.cavalcanti@aol.com,Corrente Bruce Current,2495.51,Ancoragem
78,43,105,7,2167.0,2024-08-13,Jéssica Farias Cunha,MA/Itaqui (São Luís),43,farias.jéssica.cunha@outlook.com,Cabo de Nylon Danforth Prime,309.54,Ancoragem
79,10,12,13,35440.0,2024-12-31,Débora Paiva,Santarém / PA,10,paiva.débora#gmx.com,GPS AIS Drift Flux Vox,2726.18,Eletrônicos
80,46,13,6,46483.0,06-03-2024,Ana Silva Costa Farias Coelho,Macapá/AP,46,costa.farias.coelho.ana.silva#hotmail.com,Radar Simrad Boost,7747.1,Eletrônicos
81,28,82,10,490523.0,11-04-2024,Bianca Rodrigues,"PR , Antonina",28,rodrigues.bianca@icloud.com,Motor Elétrico Volvo Nautic Vox 118HP,51634.04,Propulsão
82,33,32,9,106895.9,11-07-2024,Diego Costa Guedes Cunha,Rio Grande/RS,33,guedes.cunha.costa.diego#outlook.com,Sonda AIS Impulse Oceanic Zenith,12502.46,Eletrônicos
83,17,123,5,13190.75,2023-04-03,Luís Paiva Costa Cardoso Coelho,MS - Corumbá,17,costa.paiva.luís.coelho.cardoso@aol.com,Cabo de Nylon Danforth Orca Aero,2777.07,Ancoragem
84,25,35,1,10455.7,01-05-2023,Femininos Antunes Lopes Ribeiro Amaral,ES / São Mateus,25,femininos.antunes.amaral.lopes.ribeiro@icloud.com,Radar Furuno Swift,11005.53,Eletrônicos
85,18,80,7,904567.0,05-09-2024,Adriana Guedes Borges Alves Rocha,Santarém - PA,18,rocha.adriana.guedes.borges.alves#protonmail.com,Motor de Popa Volvo Maré 69HP,129223.84,Propulsão
86,15,145,8,34799.0,2023-06-02,Carla Lopes Alves Pacheco Rocha,"Fortaleza do Tabocão,TO",15,lopes.alves.pacheco.rocha.carla#yahoo.com,Boia de Arqueamento Delta Nexus,4349.86,Ancoragem
87,7,20,14,431668.0,2023-11-24,Bianca Barros Rocha Torres Siqueira,PB/Cabedelo,7,torres.barros.rocha.bianca.siqueira#aol.com,Radar AIS Marlin,30833.44,Eletrônicos
88,29,147,5,15150.0,2024-03-11,Gabriela Moraes Macedo Nunes,"CE,Fortaleza",29,moraes.nunes.gabriela.macedo@icloud.com,Corrente Danforth Force Leviathan Impulse,3030.08,Ancoragem
89,30,75,8,262147.0,2023-12-21,Victor Araújo Azevedo Tavares Correia,Itacoatiara - AM,30,araújo.tavares.azevedo.victor.correia@gmail.com,Motor Diesel Volvo Flow Leviathan Maré 187HP,32768.38,Propulsão
90,2,72,3,284044.3,2024-07-22,Fernanda Azevedo Soares Nunes Vieira,"PE , Recife",2,nunes.fernanda.soares.azevedo.vieira@outlook.com,Motor de Popa Volvo Hydro Dash 256HP,99664.64,Propulsão
91,23,36,15,339021.0,2023-01-06,Bruna Mendonça Rodrigues,Santos - SP,23,rodrigues.mendonça.bruna#aol.com,Radar Lowrance Aqua Pulse,22601.39,Eletrônicos
92,40,2,7,93087.65,2023-04-19,Lucas Pacheco,"Corumbá,MS",40,pacheco.lucas#aol.com,Transponder Furuno Marlin,13998.15,Eletrônicos
93,37,113,11,45927.75,11-01-2023,Jéssica Pimentel Borges Nunes Teixeira,"MA , Itaqui (São Luís)",37,nunes.borges.teixeira.pimentel.jéssica#yahoo.com,Âncora Delta Mako Ultra,4394.96,Ancoragem
94,36,90,8,632779.0,02-08-2023,Francisca Ribeiro Pinheiro,Belém/PA,36,ribeiro.francisca.pinheiro@aol.com,Motor de Popa Yamaha Thrust Marlin Nexus 182HP,79097.33,Propulsão
95,25,131,12,11563.0,17-12-2024,Femininos Antunes Lopes Ribeiro Amaral,ES / São Mateus,25,femininos.antunes.amaral.lopes.ribeiro@icloud.com,Boia de Arqueamento Danforth Core Vortex,963.59,Ancoragem
96,11,82,8,392418.4,22-08-2023,Victor Torres Monteiro,BA - Porto Seguro,11,torres.monteiro.victor@gmail.com,Motor Elétrico Volvo Nautic Vox 118HP,51634.04,Propulsão
97,25,48,2,29473.0,2024-09-18,Femininos Antunes Lopes Ribeiro Amaral,ES / São Mateus,25,femininos.antunes.amaral.lopes.ribeiro@icloud.com,GPS Furuno Magnum Drift,14736.35,Eletrônicos
98,21,142,2,1570.35,2024-02-13,Sandra Rocha Oliveira Soares Peixoto,"AC,Rio Branco",21,peixoto.soares.rocha.oliveira.sandra#yahoo.com,Âncora Danforth Vector Evo,826.41,Ancoragem
99,49,81,9,1099336.0,06-01-2024,Diego Costa Tavares Antunes,SE/Aracaju,49,costa.tavares.antunes.diego#icloud.com,Motor Elétrico Torqeedo Barracuda Magnum Helix 101HP,122148.49,Propulsão
100,22,93,4,381812.6,21-01-2023,Daniela Borges Vieira Farias Mendonça,SE / Aracaju,22,borges.vieira.daniela.mendonça.farias#protonmail.com,Motor Elétrico Yamaha Flow 204HP,100477.01,Propulsão
101,11,47,8,48984.0,04-07-2024,Victor Torres Monteiro,BA - Porto Seguro,11,torres.monteiro.victor@gmail.com,Rádio Simrad Tidal Aqua,6122.96,Eletrônicos
102,9,67,9,733495.95,2024-02-02,Lucas Guedes Cunha Lopes,PB - João Pessoa,9,lucas.lopes.guedes.cunha#tutanota.com,Motor de Popa Yamaha Mako 108HP,85789.05,Propulsão
103,36,146,5,2356.0,12-04-2023,Francisca Ribeiro Pinheiro,Belém/PA,36,ribeiro.francisca.pinheiro@aol.com,Corrente Delta Vox Ion,495.98,Ancoragem
104,11,24,11,242776.3,2024-03-02,Victor Torres Monteiro,BA - Porto Seguro,11,torres.monteiro.victor@gmail.com,GPS AIS Orca Marlin Velocity,23232.18,Eletrônicos
105,23,77,6,254816.6,2023-10-31,Bruna Mendonça Rodrigues,Santos - SP,23,rodrigues.mendonça.bruna#aol.com,Motor Diesel Tohatsu Vector 197HP,44704.67,Propulsão
106,48,143,8,35491.0,2023-03-29,Letícia Torres Peixoto Oliveira,PE - Suape (Ipojuca),48,torres.oliveira.peixoto.letícia@yahoo.com,Âncora Delta Hydra Kraken Velocity,4436.43,Ancoragem
107,38,98,8,634889.0,10-08-2024,Mateus Antunes,TO/Fortaleza do Tabocão,38,mateus.antunes#gmail.com,Motor Diesel Parsun Velocity Abyss Orca 235HP,79361.13,Propulsão
108,4,139,6,8121.55,19-01-2023,Thiago Moreira,"AC , Rio Branco",4,thiago.moreira#gmail.com,Boia de Arqueamento Danforth Torque,1424.88,Ancoragem
109,39,96,7,494346.0,2024-09-18,Renata Oliveira Siqueira,PE / Suape (Ipojuca),39,oliveira.renata.siqueira@aol.com,Motor de Popa Tohatsu Boost Swift 126HP,70620.84,Propulsão
110,34,148,8,38284.0,27-10-2024,Victor Vieira Nunes Cunha,Fortaleza / CE,34,nunes.cunha.victor.vieira#protonmail.com,Âncora Delta Force Barracuda Mako,4785.56,Ancoragem
111,28,32,10,125025.0,06-03-2023,Bianca Rodrigues,"PR , Antonina",28,rodrigues.bianca@icloud.com,Sonda AIS Impulse Oceanic Zenith,12502.46,Eletrônicos
112,37,100,9,894331.9,2024-11-12,Jéssica Pimentel Borges Nunes Teixeira,"MA , Itaqui (São Luís)",37,nunes.borges.teixeira.pimentel.jéssica#yahoo.com,Motor Elétrico Honda Vector Abyss 220HP,104600.24,Propulsão
113,28,28,9,121910.65,12-06-2024,Bianca Rodrigues,"PR , Antonina",28,rodrigues.bianca@icloud.com,Piloto Automático AIS Core,14258.56,Eletrônicos
114,12,75,5,163842.0,2023-05-03,Rafael Pereira Barros,"TO , Fortaleza do Tabocão",12,rafael.pereira.barros#zoho.com,Motor Diesel Volvo Flow Leviathan Maré 187HP,32768.38,Propulsão
115,27,85,1,36650.05,2023-10-08,Flávia Nunes Martins Ribeiro Coelho,"Salvador,BA",27,nunes.flávia.coelho.martins.ribeiro@protonmail.com,Motor de Popa Parsun Impulse 162HP,38578.7,Propulsão
116,7,130,3,11810.4,2023-03-19,Bianca Barros Rocha Torres Siqueira,PB/Cabedelo,7,torres.barros.rocha.bianca.siqueira#aol.com,Boia de Arqueamento Delta Zen Boost Vortex,4144.09,Ancoragem
117,27,18,3,75731.15,03-06-2023,Flávia Nunes Martins Ribeiro Coelho,"Salvador,BA",27,nunes.flávia.coelho.martins.ribeiro@protonmail.com,Rádio Simrad Axis,26572.45,Eletrônicos
118,18,122,10,13225.0,2023-07-22,Adriana Guedes Borges Alves Rocha,Santarém - PA,18,rocha.adriana.guedes.borges.alves#protonmail.com,Corrente Danforth Zenith Oceanic Torque,1322.47,Ancoragem
119,46,80,1,129224.0,2023-08-04,Ana Silva Costa Farias Coelho,Macapá/AP,46,costa.farias.coelho.ana.silva#hotmail.com,Motor de Popa Volvo Maré 69HP,129223.84,Propulsão
120,6,81,15,1832227.0,2023-06-17,Antônia Coelho Pinheiro Peixoto Cavalcanti,"Fortaleza do Tabocão , TO",6,coelho.pinheiro.peixoto.antônia.cavalcanti@aol.com,Motor Elétrico Torqeedo Barracuda Magnum Helix 101HP,122148.49,Propulsão
121,25,132,13,20319.0,2024-02-14,Femininos Antunes Lopes Ribeiro Amaral,ES / São Mateus,25,femininos.antunes.amaral.lopes.ribeiro@icloud.com,Corrente Bruce Nautic Evo,1562.97,Ancoragem
122,8,128,10,44181.65,09-03-2023,Luiz Alves Pimentel,SE - Aracaju,8,pimentel.alves.luiz#outlook.com,Boia de Arqueamento Bruce Marlin Hydra,4650.72,Ancoragem
123,10,106,6,24993.55,15-06-2023,Débora Paiva,Santarém / PA,10,paiva.débora#gmx.com,Âncora Danforth Nitro Titan Vox,4384.87,Ancoragem
124,21,43,3,105291.0,18-05-2023,Sandra Rocha Oliveira Soares Peixoto,"AC,Rio Branco",21,peixoto.soares.rocha.oliveira.sandra#yahoo.com,Sonda AIS Barracuda,35096.86,Eletrônicos
125,44,112,11,23990.0,2024-08-23,Rafael Paiva Vieira,Paranaguá / PR,44,rafael.vieira.paiva#icloud.com,Corrente Danforth Tidal,2180.95,Ancoragem
126,29,80,5,613813.05,2024-07-14,Gabriela Moraes Macedo Nunes,"CE,Fortaleza",29,moraes.nunes.gabriela.macedo@icloud.com,Motor de Popa Volvo Maré 69HP,129223.84,Propulsão
127,26,55,7,769910.0,09-02-2024,Luiz Borges Gomes Araújo,Manaus/AM,26,gomes.araújo.borges.luiz#hotmail.com,Motor Diesel Volvo Flow Oceanic 259HP,109987.2,Propulsão
128,1,53,14,751450.0,24-03-2023,Femininos Oliveira Antunes,"Aratu (Candeias) , BA",1,femininos.oliveira.antunes@icloud.com,Motor Elétrico Torqeedo Zen Titan Hydra 129HP,53675.01,Propulsão
129,3,82,11,567974.0,26-02-2024,Daniel Farias Ribeiro Teixeira,"Rio Grande,RS",3,farias.teixeira.daniel.ribeiro#gmail.com,Motor Elétrico Volvo Nautic Vox 118HP,51634.04,Propulsão
130,15,123,2,5554.0,18-12-2024,Carla Lopes Alves Pacheco Rocha,"Fortaleza do Tabocão,TO",15,lopes.alves.pacheco.rocha.carla#yahoo.com,Cabo de Nylon Danforth Orca Aero,2777.07,Ancoragem
132,3,5,12,284028.0,15-10-2024,Daniel Farias Ribeiro Teixeira,"Rio Grande,RS",3,farias.teixeira.daniel.ribeiro#gmail.com,Piloto Automático Furuno Storm,23669.01,Eletrônicos
133,34,122,2,2512.75,13-11-2024,Victor Vieira Nunes Cunha,Fortaleza / CE,34,nunes.cunha.victor.vieira#protonmail.com,Corrente Danforth Zenith Oceanic Torque,1322.47,Ancoragem
134,7,18,7,176706.65,2023-01-11,Bianca Barros Rocha Torres Siqueira,PB/Cabedelo,7,torres.barros.rocha.bianca.siqueira#aol.com,Rádio Simrad Axis,26572.45,Eletrônicos
135,14,22,11,433981.0,26-09-2024,Gabriela Silva Vieira Amaral,"AM , Itacoatiara",14,vieira.silva.amaral.gabriela@icloud.com,Transponder Furuno Force Ion,39452.86,Eletrônicos
136,16,70,10,343554.0,2023-03-02,Renata Pacheco Cardoso,"Fortaleza,CE",16,renata.pacheco.cardoso@zoho.com,Motor Diesel Parsun Boost Helix Velocity 146HP,34355.43,Propulsão
137,17,62,5,511110.0,14-11-2024,Luís Paiva Costa Cardoso Coelho,MS - Corumbá,17,costa.paiva.luís.coelho.cardoso@aol.com,Motor Diesel Yanmar Velocity 37HP,102221.97,Propulsão
138,45,86,4,355388.35,11-06-2023,Amanda Santos Figueiredo Rodrigues Siqueira,"Santarém,PA",45,figueiredo.siqueira.rodrigues.amanda.santos#tutanota.com,Motor Diesel Volvo Helix Evo Force 144HP,93523.13,Propulsão
